keyword,pc,mobile,total,comp_label,competition,ad_depth
러닝,3650,17700,21350,높음,0.9,10
운전면허적성검사,5330,16000,21330,낮음,0.3,1
골프백,3890,17400,21290,높음,0.9,10
HUG보증보험,7050,14200,21250,낮음,0.3,2
드라이브,8790,12400,21190,높음,0.9,10
포충기,5860,15300,21160,중간,0.6,8
위니아제습기,3060,18100,21160,중간,0.6,8
퇴직금,5140,16000,21140,높음,0.9,10
모기물렸을때,1320,19800,21120,높음,0.9,10
지네,2150,18900,21050,높음,0.9,10
샤오미선풍기,3500,17500,21000,중간,0.6,8
리안드림콧,2590,18400,20990,중간,0.6,6
샤워기필터,4390,16600,20990,중간,0.6,8
LED전등교체,2750,18200,20950,중간,0.6,8
자녀증여한도,2910,17900,20810,높음,0.9,10
신용점수,2290,18500,20790,높음,0.9,10
차량용선풍기,2850,17800,20650,중간,0.6,8
에어컨제습,1740,18900,20640,높음,0.9,3
찜기,3640,17000,20640,중간,0.6,8
대출금리,5670,14900,20570,높음,0.9,10
공유기,8970,11600,20570,중간,0.6,8
모기,2990,17500,20490,높음,0.9,10
부가가치세,7780,12700,20480,높음,0.9,10
중고차리스,4980,15500,20480,높음,0.9,10
음주운전벌금,2960,17500,20460,높음,0.9,10
도어클로저,5740,14700,20440,중간,0.6,8
수전,5710,14700,20410,높음,0.9,10
삼성TV,4290,16100,20390,높음,0.9,8
양도세,4850,15500,20350,높음,0.9,10
도수치료실비,3430,16900,20330,높음,0.9,10
베스틴도어락,1630,18700,20330,높음,0.9,10
화장실리모델링,2720,17600,20320,높음,0.9,10
마취통증의학과,1870,18400,20270,높음,0.9,10
차량용냉장고,3230,17000,20230,중간,0.6,8
재활의학과,2070,18100,20170,높음,0.9,10
소상공인,8440,11700,20140,높음,0.9,10
사무실의자,8790,11300,20090,중간,0.6,8
문구,3670,16400,20070,높음,0.9,10
부가부드래곤플라이,2010,18000,20010,중간,0.6,6
IRP,6300,13700,20000,높음,0.9,10
주니어카시트,2380,17600,19980,중간,0.6,8
변기,3370,16600,19970,중간,0.6,8
일본여행준비물,3550,16400,19950,높음,0.9,10
주식시세조회,1580,18300,19880,높음,0.9,10
태반주사효능,1570,18300,19870,높음,0.9,10
RESUME,5260,14600,19860,중간,0.6,1
자동차정기검사,4860,15000,19860,중간,0.6,3
미술학원,1250,18600,19850,높음,0.9,10
사업자대출,5170,14600,19770,높음,0.9,10
대환대출,4360,15400,19760,높음,0.9,10
기프티콘,5700,14000,19700,높음,0.9,10
날파리트랩,2390,17300,19690,중간,0.6,8
부가세,8430,11200,19630,높음,0.9,10
이사짐센터,3410,16200,19610,높음,0.9,10
스케일링비용,1770,17800,19570,높음,0.9,10
대상포진예방접종,2690,16800,19490,높음,0.9,10
아동수당,3870,15600,19470,중간,0.6,2
무직자소액대출,1530,17900,19430,높음,0.9,10
KODEX,7300,12100,19400,중간,0.6,1
바퀴벌레없애는법,1900,17500,19400,높음,0.9,10
부가부유모차,2020,17300,19320,높음,0.9,10
IPTIME공유기,6320,13000,19320,중간,0.6,8
압력솥,2780,16500,19280,중간,0.6,8
국비지원교육,5220,14000,19220,높음,0.9,10
후두염,2220,17000,19220,높음,0.9,10
나이키골프,3600,15600,19200,높음,0.9,10
게이밍컴퓨터,4230,14900,19130,중간,0.6,8
층간소음매트,3860,15200,19060,중간,0.6,8
지원금,3630,15400,19030,높음,0.9,10
오늘의주식시장,280,18700,18980,높음,0.9,10
공유오피스,6160,12800,18960,높음,0.9,7
손목시계,5210,13700,18910,높음,0.9,10
결혼식답례품,3680,15200,18880,높음,0.9,8
세금계산서발행,10000,8850,18850,높음,0.9,10
부업,5040,13800,18840,높음,0.9,10
허리협착증,1630,17200,18830,높음,0.9,10
무빈소장례,2930,15900,18830,높음,0.9,10
헤드폰,7950,10800,18750,중간,0.6,8
직장인신용대출,4030,14700,18730,높음,0.9,10
변기막혔을때,810,17900,18710,높음,0.9,10
트레킹화,4190,14500,18690,중간,0.6,8
건설안전기사,7170,11500,18670,높음,0.9,10
현대SUV,2760,15900,18660,높음,0.9,10
자충매트,3500,15100,18600,중간,0.6,8
문방구,1380,17200,18580,높음,0.9,10
원천징수영수증발급,11800,6780,18580,높음,0.9,3
허리통증,1940,16600,18540,높음,0.9,10
샤워기,4420,14100,18520,중간,0.6,8
일리커피머신,2770,15700,18470,중간,0.6,8
경매사이트,8060,10400,18460,높음,0.9,10
강아지유모차,2660,15800,18460,높음,0.9,10
펀드,5130,13300,18430,높음,0.9,10
타이어교체주기,2610,15800,18410,높음,0.9,10
전기차충전카드,4330,14000,18330,높음,0.9,10
허리디스크증상,1700,16600,18300,높음,0.9,10
온습도계,7360,10900,18260,중간,0.6,8
갑상선암,2920,15300,18220,높음,0.9,10
JB우리캐피탈,4210,14000,18210,중간,0.6,3
산업용제습기,8640,9560,18200,중간,0.6,8
해외여행준비물,2080,16100,18180,높음,0.9,10
연금,3060,15100,18160,높음,0.9,10
테블릿PC,3360,14800,18160,중간,0.6,8
IRP퇴직연금,3350,14700,18050,높음,0.9,10
식탁등,3000,15000,18000,높음,0.9,10
발편한슬리퍼,2190,15800,17990,높음,0.9,10
테슬라카페,3390,14500,17890,중간,0.6,3
허리삐끗했을때,1260,16600,17860,높음,0.9,10
미국증시개장시간,1550,16300,17850,중간,0.6,7
블루투스키보드,5240,12600,17840,중간,0.6,8
인후염,2130,15700,17830,높음,0.9,10
거실매트,2110,15700,17810,중간,0.6,8
선풍기추천,3000,14800,17800,중간,0.6,8
서울초미세먼지,1580,16200,17780,낮음,0.3,0
공업용선풍기,4580,13200,17780,중간,0.6,8
습기제거제,2700,15000,17700,높음,0.9,8
당뇨,3290,14400,17690,높음,0.9,10
사대보험계산기,6680,11000,17680,높음,0.9,3
국민내일배움카드신청,4970,12700,17670,높음,0.9,10
전기차충전요금,3350,14300,17650,높음,0.9,10
전열교환기,4990,12600,17590,높음,0.9,10
일렉기타,2290,15300,17590,중간,0.6,8
레노버태블릿,3600,13900,17500,중간,0.6,8
스쿳앤라이드,1370,16100,17470,높음,0.9,9
사랑니발치,2060,15300,17360,높음,0.9,10
감사패,7550,9780,17330,중간,0.6,8
27인치모니터,7220,10100,17320,중간,0.6,8
LG얼음정수기,2620,14700,17320,높음,0.9,10
여권재발급기간,4100,13100,17200,높음,0.9,3
샤워수전,3720,13400,17120,높음,0.9,10
연금저축계좌,3170,13900,17070,높음,0.9,9
드라이버,3970,13100,17070,중간,0.6,8
UTP케이블,14000,3030,17030,중간,0.6,8
증여세계산기,4370,12600,16970,높음,0.9,9
디지털도어락,3660,13300,16960,중간,0.6,8
포터2,3240,13700,16940,높음,0.9,10
전기차충전기,5720,11200,16920,중간,0.6,8
제습기추천,4100,12800,16900,중간,0.6,8
알레르망냉감패드,1580,15300,16880,중간,0.6,8
미국ETF,4370,12500,16870,높음,0.9,10
CMA통장,2870,14000,16870,중간,0.6,4
런닝,2470,14400,16870,중간,0.6,8
소화기내과,1860,15000,16860,높음,0.9,10
거실바닥매트,540,16300,16840,높음,0.9,10
재무제표,10600,6180,16780,높음,0.9,10
노령연금,3270,13500,16770,높음,0.9,7
나이키러닝화,2840,13900,16740,높음,0.9,10
E심,3680,13000,16680,높음,0.9,7
배달의민족상품권,2580,14100,16680,높음,0.9,9
대상포진병원,1380,15300,16680,높음,0.9,10
조립식컴퓨터,5060,11600,16660,높음,0.9,10
아파트화재보험,3150,13500,16650,높음,0.9,10
개인연금,3530,13100,16630,높음,0.9,10
1톤트럭,3790,12800,16590,높음,0.9,10
SUV순위,3730,12800,16530,높음,0.9,7
문고리,3420,13100,16520,중간,0.6,8
벌레,2230,14200,16430,높음,0.9,10
캠핑카대여,2130,14300,16430,높음,0.9,10
스타리아전기차,2320,14100,16420,높음,0.9,10
중개수수료,5610,10800,16410,높음,0.9,1
제습기공기청정기,1800,14600,16400,중간,0.6,8
실내적정습도,1100,15300,16400,높음,0.9,7
에어콘,2600,13800,16400,높음,0.9,9
싸이벡스카시트,1660,14700,16360,중간,0.6,8
원터치그늘막,2340,14000,16340,높음,0.9,10
SK알뜰폰,4120,12200,16320,높음,0.9,10
세탁기건조기,2290,14000,16290,중간,0.6,8
바닥매트,3070,13200,16270,중간,0.6,8
신용점수조회,2260,14000,16260,높음,0.9,10
부모급여,3240,13000,16240,높음,0.9,3
욕실수납장,2630,13600,16230,중간,0.6,8
감기,4720,11500,16220,높음,0.9,10
암보험비교사이트,6860,9290,16150,높음,0.9,10
캠핑선풍기,2550,13600,16150,중간,0.6,8
신일써큘레이터,1910,14200,16110,높음,0.9,10
배우자출산휴가,7860,8230,16090,높음,0.9,3
스크래치,8920,7150,16070,높음,0.9,10
청년대출,3460,12600,16060,높음,0.9,10
허리아플때운동,1080,14900,15980,높음,0.9,10
주방수전,3580,12400,15980,중간,0.6,8
증여세면제한도,2570,13400,15970,높음,0.9,10
무소음키보드,7750,8200,15950,중간,0.6,8
오픈형이어폰,4420,11500,15920,높음,0.9,10
중대재해처벌법,8940,6980,15920,높음,0.9,10
전기모기채,3490,12400,15890,중간,0.6,8
직장내괴롭힘,4360,11500,15860,높음,0.9,10
중고노트북,5340,10500,15840,높음,0.9,10
DB운전자보험,3320,12500,15820,높음,0.9,10
로봇관련주,2620,13200,15820,높음,0.9,10
8월손없는날,2990,12800,15790,높음,0.9,7
에어프라이어추천,4990,10800,15790,중간,0.6,8
내비게이션,2250,13500,15750,높음,0.9,10
강직성척추염,2640,13100,15740,높음,0.9,10
LGTV,3170,12400,15570,중간,0.6,8
개인사업자정책자금,5140,10400,15540,높음,0.9,10
근로소득원천징수영수증,11700,3790,15490,높음,0.9,3
B형간염,2590,12900,15490,높음,0.9,10
바구니카시트,1990,13500,15490,중간,0.6,8
골프모자,3080,12400,15480,중간,0.6,8
근로계약서,6110,9350,15460,높음,0.9,10
문손잡이,3360,12100,15460,높음,0.9,8
바이러스,2650,12800,15450,높음,0.9,10
여름냉감이불,1800,13600,15400,높음,0.9,10
종부세기준,3060,12300,15360,높음,0.9,10
골프채,2950,12400,15350,중간,0.6,8
신규상장종목,430,14900,15330,높음,0.9,10
프롤로주사,2170,13100,15270,높음,0.9,10
쯔쯔가무시,1910,13300,15210,중간,0.6,2
호흡기내과,1600,13600,15200,높음,0.9,10
상속세세율,1890,13300,15190,높음,0.9,10
인터넷가입,5050,10100,15150,높음,0.9,10
부산회생법원,4580,10500,15080,높음,0.9,7
체외충격파실비,2470,12600,15070,높음,0.9,7
유선청소기,2810,12200,15010,높음,0.9,8
간이과세자부가세신고,5660,9340,15000,높음,0.9,10
빚,2760,12200,14960,높음,0.9,10
핸드폰성지,2840,12100,14940,높음,0.9,7
목디스크,2480,12400,14880,높음,0.9,10
아파트취득세,3250,11600,14850,중간,0.6,6
전세보증금,1940,12900,14840,높음,0.9,10
임대차계약신고,5920,8900,14820,높음,0.9,7
주택담보대출한도,3810,11000,14810,높음,0.9,10
MRI가격,1210,13600,14810,높음,0.9,10
건축물대장발급,12000,2810,14810,높음,0.9,3
건강보험공단고객센터,2360,12400,14760,중간,0.6,3
아파트담보대출,4050,10700,14750,높음,0.9,10
경차종류,1900,12800,14700,높음,0.9,10
개인사업자대출,3690,11000,14690,높음,0.9,10
게이밍키보드,4680,10000,14680,중간,0.6,8
허리디스크,2360,12300,14660,높음,0.9,10
헤겐젖병,1240,13400,14640,중간,0.6,6
건강검진센터,2510,12100,14610,높음,0.9,10
조이아이스핀360,1390,13200,14590,중간,0.6,8
벌레퇴치기,2370,12200,14570,중간,0.6,8
암보험,3760,10800,14560,높음,0.9,10
기능사시험일정,3660,10900,14560,높음,0.9,10
판판대로,11800,2750,14550,낮음,0.3,0
휴대용카시트,1640,12900,14540,중간,0.6,8
무더위,3310,11200,14510,중간,0.6,1
숨은보험금찾기,2710,11800,14510,높음,0.9,9
블루투스헤드셋,5380,9120,14500,중간,0.6,8
부비동염증상,1300,13200,14500,높음,0.9,10
핸드폰싸게사는법,1290,13200,14490,높음,0.9,10
내분비내과,1620,12800,14420,높음,0.9,7
양변기,3900,10500,14400,중간,0.6,8
체외충격파,3480,10900,14380,중간,0.6,8
저소음키보드,5810,8560,14370,중간,0.6,8
컴퓨터본체,3570,10800,14370,중간,0.6,8
침대렌탈,1960,12400,14360,높음,0.9,10
팔꿈치통증,1860,12500,14360,높음,0.9,10
대출이자,4150,10200,14350,높음,0.9,10
송풍기,4000,10300,14300,중간,0.6,8
변기교체,1490,12800,14290,높음,0.9,8
시어서커,2390,11900,14290,높음,0.9,10
고압산소치료,1770,12500,14270,높음,0.9,10
분유,2270,12000,14270,높음,0.9,9
생일선물,2360,11900,14260,높음,0.9,10
습식청소기,2750,11500,14250,중간,0.6,8
호카호파라2,2140,12100,14240,높음,0.9,8
스텐드에어컨,1600,12600,14200,중간,0.6,8
천식,2290,11900,14190,높음,0.9,10
의원,1160,13000,14160,높음,0.9,10
운전면허시험,3460,10700,14160,높음,0.9,10
공무원연금,6230,7900,14130,높음,0.9,7
멀티쿠커,2730,11400,14130,중간,0.6,8
전기차추천,3790,10300,14090,높음,0.9,10
노트북추천,3780,10300,14080,높음,0.9,8
연금보험,3460,10600,14060,높음,0.9,10
LG건조기,2340,11700,14040,높음,0.9,10
폐업지원금,3330,10700,14030,높음,0.9,10
봉고3,2810,11200,14010,높음,0.9,10
TSLL주가,1110,12900,14010,중간,0.6,2
엘지에어컨2IN1,1390,12600,13990,중간,0.6,8
LG노트북,4620,9350,13970,높음,0.9,10
개미퇴치,1150,12800,13950,높음,0.9,10
현관도어락,1620,12300,13920,높음,0.9,10
대상포진예방접종가격,1690,12200,13890,높음,0.9,10
엔젤로보틱스주가,960,12900,13860,높음,0.9,3
회계사,2930,10900,13830,높음,0.9,10
캡슐커피머신,3120,10700,13820,중간,0.6,8
자동차리스,3000,10800,13800,높음,0.9,10
근로계약서양식,7280,6510,13790,높음,0.9,10
LTV,5480,8290,13770,높음,0.9,7
취득세,4450,9310,13760,높음,0.9,7
안마기,2160,11600,13760,높음,0.9,8
원두커피,3750,10000,13750,중간,0.6,8
아치슬리퍼,1820,11900,13720,높음,0.9,8
사업자등록증,8980,4730,13710,높음,0.9,10
주방후드교체,1610,12100,13710,중간,0.6,8
간이과세자기준,4970,8720,13690,높음,0.9,7
유심,2890,10800,13690,중간,0.6,8
입주청소비용,2090,11600,13690,높음,0.9,10
청약일정,4190,9470,13660,높음,0.9,10
위내시경,1960,11700,13660,높음,0.9,10
장례식장복장,1060,12600,13660,높음,0.9,10
중고냉장고,3320,10300,13620,중간,0.6,8
중고타이어,1600,12000,13600,높음,0.9,7
고어텍스운동화,2590,11000,13590,중간,0.6,8
랜선,5220,8350,13570,중간,0.6,8
게이밍모니터,5390,8160,13550,높음,0.9,10
아파트시세,3510,10000,13510,높음,0.9,10
배당금높은주식,2200,11300,13500,높음,0.9,10
연차개수,4350,9150,13500,높음,0.9,7
경추,3500,10000,13500,높음,0.9,7
재산세고지서,3090,10400,13490,높음,0.9,3
얼음정수기렌탈,2890,10600,13490,높음,0.9,10
스마트폰,5660,7830,13490,중간,0.6,8
장기요양보험,6270,7210,13480,높음,0.9,10
직방도어락,3070,10400,13470,중간,0.6,8
꿀알바,1950,11500,13450,중간,0.6,8
캠핑매트,2230,11200,13430,중간,0.6,8
음식물쓰레기봉투,1330,12100,13430,높음,0.9,10
체크카드추천,3120,10300,13420,높음,0.9,10
부동산양도세계산기,3730,9650,13380,낮음,0.3,0
캐피탈,2570,10800,13370,중간,0.6,8
퇴직금중간정산,3050,10300,13350,높음,0.9,10
카센타,650,12700,13350,높음,0.9,10
권고사직,3550,9760,13310,높음,0.9,10
부동산등기부등본열람,9110,4190,13300,높음,0.9,3
거실등,2890,10400,13290,중간,0.6,8
32인치모니터,6120,7160,13280,중간,0.6,8
종합건강검진,2260,11000,13260,높음,0.9,10
통돌이세탁기청소,1050,12200,13250,높음,0.9,10
싱그릭스,4120,9130,13250,높음,0.9,7
한국타이어가격표,1640,11600,13240,높음,0.9,10
게이트맨,3820,9400,13220,높음,0.9,10
TIGERETF,6040,7170,13210,중간,0.6,7
트레일러닝화,2690,10500,13190,높음,0.9,10
개업선물,2250,10900,13150,높음,0.9,10
캠핑용선풍기,2230,10900,13130,중간,0.6,8
퇴직연금수령방법,2410,10700,13110,높음,0.9,10
직수정수기,2290,10800,13090,높음,0.9,8
심장내과,1580,11500,13080,높음,0.9,10
콘티넨탈타이어,2080,11000,13080,높음,0.9,10
인턴,3080,9990,13070,높음,0.9,10
환급금조회,1760,11300,13060,높음,0.9,3
체크카드,2540,10500,13040,높음,0.9,9
일본여행준비물리스트,1830,11200,13030,높음,0.9,3
가디건,4240,8780,13020,높음,0.9,10
임대차계약서,6490,6490,12980,높음,0.9,10
가민포러너,2570,10400,12970,중간,0.6,8
타이어렌탈,7850,5120,12970,높음,0.9,10
소득세계산기,9200,3740,12940,높음,0.9,3
사모펀드,3640,9300,12940,높음,0.9,10
B형간염예방접종,2240,10700,12940,높음,0.9,10
1가구2주택세금,2110,10800,12910,높음,0.9,7
에스프레소,1810,11100,12910,높음,0.9,7
포괄임금제,3800,9070,12870,높음,0.9,10
일루마,1070,11800,12870,중간,0.6,7
슬라이딩도어,3410,9460,12870,중간,0.6,8
중국전기차,2060,10800,12860,높음,0.9,10
로봇ETF,4460,8400,12860,높음,0.9,10
전지가위,5450,7400,12850,중간,0.6,8
사무용책상,6450,6400,12850,높음,0.9,8
간병보험,2320,10500,12820,높음,0.9,10
롱원피스,1580,11200,12780,높음,0.9,10
타이어가격,1550,11200,12750,높음,0.9,10
지방세법,11400,1320,12720,높음,0.9,10
인터폰,2620,10100,12720,중간,0.6,8
제적등본,6060,6650,12710,중간,0.6,4
강남치과,2710,10000,12710,높음,0.9,10
반도체관련주,1680,11000,12680,높음,0.9,10
SPY,3660,9000,12660,중간,0.6,4
가다실9가남자,1280,11300,12580,높음,0.9,10
삼성태블릿,2180,10400,12580,중간,0.6,8
개인파산,1970,10600,12570,높음,0.9,10
연말정산,5810,6750,12560,높음,0.9,10
수유의자,1450,11100,12550,중간,0.6,8
인후통,1630,10900,12530,높음,0.9,10
임산부선물,2120,10400,12520,높음,0.9,10
전기온수기,3850,8660,12510,중간,0.6,8
고용산재,11800,700,12500,중간,0.6,3
오늘증권시세,200,12300,12500,높음,0.9,10
인버터제습기,2290,10200,12490,중간,0.6,8
부가세카드납부,4700,7780,12480,중간,0.6,3
토지이용계획확인원,8380,4100,12480,높음,0.9,9
무풍선풍기,1880,10600,12480,높음,0.9,8
냉감베개커버,1350,11100,12450,중간,0.6,8
천식증상,1140,11300,12440,높음,0.9,10
무선청소기추천,2340,10100,12440,중간,0.6,8
자동차검사비용,1870,10500,12370,높음,0.9,10
접이식선풍기,2160,10200,12360,중간,0.6,8
견적서양식,8840,3500,12340,높음,0.9,10
퇴직연금중도인출,2720,9610,12330,높음,0.9,3
